sequence,recorded_at_utc,current_ma,voltage_mv,power_mw,rolling_average_ma,rolling_window_count,sensor_source,data_quality_flags,run_id,jetson_id,boot_id
94,2026-08-01T17:19:14.731Z,1912,4968,9499,1939.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
95,2026-08-01T17:19:19.735Z,1920,4968,9539,1940.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
96,2026-08-01T17:19:24.739Z,1928,4968,9578,1945.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
97,2026-08-01T17:19:29.743Z,1928,4968,9578,1947.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
98,2026-08-01T17:19:34.747Z,1896,4968,9419,1940.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
99,2026-08-01T17:19:39.751Z,1912,4968,9499,1931.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
100,2026-08-01T17:19:44.755Z,1896,4968,9419,1922.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
101,2026-08-01T17:19:49.760Z,1912,4968,9499,1918.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
102,2026-08-01T17:19:54.763Z,1888,4968,9380,1913.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
103,2026-08-01T17:19:59.767Z,1904,4968,9459,1909.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
104,2026-08-01T17:20:04.771Z,1896,4968,9419,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
105,2026-08-01T17:20:09.775Z,1928,4968,9578,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
106,2026-08-01T17:20:14.779Z,1920,4968,9539,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
107,2026-08-01T17:20:19.783Z,1896,4968,9419,1904.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
108,2026-08-01T17:20:24.787Z,1888,4968,9380,1904.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
109,2026-08-01T17:20:29.791Z,1904,4968,9459,1903.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
110,2026-08-01T17:20:34.795Z,1872,4968,9300,1900.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
111,2026-08-01T17:20:39.799Z,1904,4968,9459,1900.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
112,2026-08-01T17:20:44.803Z,1896,4968,9419,1900.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
113,2026-08-01T17:20:49.807Z,1968,4968,9777,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
114,2026-08-01T17:20:54.811Z,1960,4968,9737,1913.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
115,2026-08-01T17:20:59.816Z,1952,4968,9698,1916.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
116,2026-08-01T17:21:04.819Z,1912,4968,9499,1915.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
117,2026-08-01T17:21:09.824Z,1944,4968,9658,1920.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
118,2026-08-01T17:21:14.827Z,1920,4968,9539,1923.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
119,2026-08-01T17:21:19.831Z,1912,4968,9499,1924.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
120,2026-08-01T17:21:24.835Z,1896,4968,9419,1926.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
121,2026-08-01T17:21:29.839Z,1936,4968,9618,1929.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
122,2026-08-01T17:21:34.843Z,1904,4968,9459,1930.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
123,2026-08-01T17:21:39.847Z,1896,4968,9419,1923.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
124,2026-08-01T17:21:44.851Z,1888,4968,9380,1916.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
125,2026-08-01T17:21:49.856Z,1896,4968,9419,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
126,2026-08-01T17:21:54.859Z,1888,4968,9380,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
127,2026-08-01T17:21:59.863Z,1936,4968,9618,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
128,2026-08-01T17:22:04.868Z,1984,4968,9857,1913.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
129,2026-08-01T17:22:09.871Z,1976,4968,9817,1920.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
130,2026-08-01T17:22:14.875Z,1968,4968,9777,1927.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
131,2026-08-01T17:22:19.879Z,1928,4968,9578,1926.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
132,2026-08-01T17:22:24.884Z,1944,4968,9658,1930.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
133,2026-08-01T17:22:29.889Z,1936,4968,9618,1934.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
134,2026-08-01T17:22:34.894Z,1936,4968,9618,1939.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
135,2026-08-01T17:22:39.899Z,1920,4968,9539,1941.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
136,2026-08-01T17:22:44.903Z,1936,4968,9618,1946.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
137,2026-08-01T17:22:49.908Z,1928,4968,9578,1945.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
138,2026-08-01T17:22:54.911Z,1888,4968,9380,1936.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
139,2026-08-01T17:22:59.916Z,1896,4968,9419,1928.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
140,2026-08-01T17:23:04.921Z,1904,4968,9459,1921.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
141,2026-08-01T17:23:09.926Z,1888,4968,9380,1917.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
142,2026-08-01T17:23:14.931Z,1904,4968,9459,1913.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
143,2026-08-01T17:23:19.935Z,1896,4968,9419,1909.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
144,2026-08-01T17:23:24.939Z,1936,4968,9618,1909.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
145,2026-08-01T17:23:29.943Z,1952,4968,9698,1912.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
146,2026-08-01T17:23:34.947Z,1992,4968,9896,1918.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
147,2026-08-01T17:23:39.952Z,1960,4968,9737,1921.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
148,2026-08-01T17:23:44.957Z,1952,4968,9698,1928.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
149,2026-08-01T17:23:49.959Z,1912,4968,9499,1929.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
150,2026-08-01T17:23:54.963Z,1928,4968,9578,1932.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
151,2026-08-01T17:23:59.967Z,1920,4968,9539,1935.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
152,2026-08-01T17:24:04.972Z,1936,4968,9618,1938.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
153,2026-08-01T17:24:09.975Z,1952,4968,9698,1944.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
154,2026-08-01T17:24:14.979Z,1912,4968,9499,1941.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
155,2026-08-01T17:24:19.984Z,1888,4968,9380,1935.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
156,2026-08-01T17:24:24.987Z,1920,4968,9539,1928.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
157,2026-08-01T17:24:29.992Z,1888,4968,9380,1920.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
158,2026-08-01T17:24:34.995Z,1904,4968,9459,1916.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
159,2026-08-01T17:24:40.000Z,1880,4968,9340,1912.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
160,2026-08-01T17:24:45.005Z,1904,4968,9459,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
161,2026-08-01T17:24:50.010Z,1880,4968,9340,1906.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
162,2026-08-01T17:24:55.015Z,1896,4968,9419,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
163,2026-08-01T17:25:00.019Z,1880,4968,9340,1895.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
164,2026-08-01T17:25:05.023Z,1904,4968,9459,1894.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
165,2026-08-01T17:25:10.027Z,1896,4968,9419,1895.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
166,2026-08-01T17:25:15.031Z,1904,4968,9459,1893.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
167,2026-08-01T17:25:20.035Z,1936,4968,9618,1898.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
168,2026-08-01T17:25:25.039Z,2008,4968,9976,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
169,2026-08-01T17:25:30.040Z,1984,4968,9857,1919.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
170,2026-08-01T17:25:35.045Z,1968,4968,9777,1925.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
171,2026-08-01T17:25:40.047Z,1936,4968,9618,1931.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
172,2026-08-01T17:25:45.051Z,1928,4968,9578,1934.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
173,2026-08-01T17:25:50.056Z,1896,4968,9419,1936.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
174,2026-08-01T17:25:55.061Z,1912,4968,9499,1936.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
175,2026-08-01T17:26:00.066Z,1912,4968,9499,1938.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
176,2026-08-01T17:26:05.071Z,1896,4968,9419,1937.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
177,2026-08-01T17:26:10.076Z,1920,4968,9539,1936.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
178,2026-08-01T17:26:15.079Z,1896,4968,9419,1924.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
179,2026-08-01T17:26:20.083Z,1904,4968,9459,1916.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
180,2026-08-01T17:26:25.088Z,1888,4968,9380,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
181,2026-08-01T17:26:30.091Z,1912,4968,9499,1906.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
182,2026-08-01T17:26:35.095Z,1896,4968,9419,1903.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
183,2026-08-01T17:26:40.099Z,1920,4968,9539,1905.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
184,2026-08-01T17:26:45.103Z,1920,4968,9539,1906.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
185,2026-08-01T17:26:50.108Z,1872,4968,9300,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
186,2026-08-01T17:26:55.113Z,1896,4968,9419,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
187,2026-08-01T17:27:00.118Z,1912,4968,9499,1901.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
