sequence,recorded_at_utc,current_ma,voltage_mv,power_mw,rolling_average_ma,rolling_window_count,sensor_source,data_quality_flags,run_id,jetson_id,boot_id
188,2026-08-01T17:27:05.123Z,1896,4968,9419,1901.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
189,2026-08-01T17:27:10.128Z,1904,4968,9459,1901.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
190,2026-08-01T17:27:15.133Z,1896,4968,9419,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
191,2026-08-01T17:27:20.135Z,1904,4968,9459,1901.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
192,2026-08-01T17:27:25.140Z,1968,4968,9777,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
193,2026-08-01T17:27:30.145Z,1904,4968,9459,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
194,2026-08-01T17:27:35.147Z,1896,4968,9419,1904.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
195,2026-08-01T17:27:40.152Z,1912,4968,9499,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
196,2026-08-01T17:27:45.155Z,1888,4968,9380,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
197,2026-08-01T17:27:50.159Z,1960,4968,9737,1912.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
198,2026-08-01T17:27:55.163Z,1976,4968,9817,1920.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
199,2026-08-01T17:28:00.168Z,2008,4968,9976,1931.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
200,2026-08-01T17:28:05.173Z,1992,4968,9896,1940.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
201,2026-08-01T17:28:10.175Z,1944,4968,9658,1944.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
202,2026-08-01T17:28:15.180Z,1904,4968,9459,1938.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
203,2026-08-01T17:28:20.183Z,1984,4968,9857,1946.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
204,2026-08-01T17:28:25.188Z,1904,4968,9459,1947.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
205,2026-08-01T17:28:30.191Z,1920,4968,9539,1948.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
206,2026-08-01T17:28:35.196Z,1896,4968,9419,1948.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
207,2026-08-01T17:28:40.199Z,1912,4968,9499,1944.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
208,2026-08-01T17:28:45.199Z,1880,4968,9340,1934.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
209,2026-08-01T17:28:50.203Z,1904,4968,9459,1924.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
210,2026-08-01T17:28:55.207Z,1880,4968,9340,1912.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
211,2026-08-01T17:29:00.211Z,1904,4968,9459,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
212,2026-08-01T17:29:05.215Z,1896,4968,9419,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
213,2026-08-01T17:29:10.219Z,1904,4968,9459,1900.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
214,2026-08-01T17:29:15.223Z,1888,4968,9380,1898.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
215,2026-08-01T17:29:20.227Z,1960,4968,9737,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
216,2026-08-01T17:29:25.231Z,1976,4968,9817,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
217,2026-08-01T17:29:30.235Z,1976,4968,9817,1916.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
218,2026-08-01T17:29:35.239Z,1944,4968,9658,1923.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
219,2026-08-01T17:29:40.243Z,1936,4968,9618,1926.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
220,2026-08-01T17:29:45.247Z,1904,4968,9459,1928.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
221,2026-08-01T17:29:50.252Z,1912,4968,9499,1929.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
222,2026-08-01T17:29:55.255Z,1912,4968,9499,1931.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
223,2026-08-01T17:30:00.260Z,1896,4968,9419,1930.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
224,2026-08-01T17:30:05.265Z,1920,4968,9539,1933.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
225,2026-08-01T17:30:10.267Z,1896,4968,9419,1927.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
226,2026-08-01T17:30:15.273Z,1904,4968,9459,1920.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
227,2026-08-01T17:30:20.277Z,1880,4968,9340,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
228,2026-08-01T17:30:25.280Z,1912,4968,9499,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
229,2026-08-01T17:30:30.285Z,1896,4968,9419,1903.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
230,2026-08-01T17:30:35.287Z,1920,4968,9539,1904.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
231,2026-08-01T17:30:40.292Z,1920,4968,9539,1905.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
232,2026-08-01T17:30:45.295Z,1888,4968,9380,1903.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
233,2026-08-01T17:30:50.299Z,1952,4968,9698,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
234,2026-08-01T17:30:55.303Z,1992,4968,9896,1916.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
235,2026-08-01T17:31:00.307Z,1960,4968,9737,1922.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
236,2026-08-01T17:31:05.311Z,1944,4968,9658,1926.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
237,2026-08-01T17:31:10.316Z,1920,4968,9539,1930.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
238,2026-08-01T17:31:15.319Z,1928,4968,9578,1932.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
239,2026-08-01T17:31:20.324Z,1904,4968,9459,1932.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
240,2026-08-01T17:31:25.327Z,1912,4968,9499,1932.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
241,2026-08-01T17:31:30.331Z,1904,4968,9459,1930.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
242,2026-08-01T17:31:35.336Z,1904,4968,9459,1932.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
243,2026-08-01T17:31:40.341Z,1888,4968,9380,1925.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
244,2026-08-01T17:31:45.346Z,1904,4968,9459,1916.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
245,2026-08-01T17:31:50.351Z,1896,4968,9419,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
246,2026-08-01T17:31:55.355Z,1928,4968,9578,1908.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
247,2026-08-01T17:32:00.360Z,1928,4968,9578,1909.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
248,2026-08-01T17:32:05.365Z,1904,4968,9459,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
249,2026-08-01T17:32:10.367Z,1936,4968,9618,1910.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
250,2026-08-01T17:32:15.371Z,1976,4968,9817,1916.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
251,2026-08-01T17:32:20.375Z,1968,4968,9777,1923.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
252,2026-08-01T17:32:25.379Z,1968,4968,9777,1929.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
253,2026-08-01T17:32:30.384Z,1968,4968,9777,1937.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
254,2026-08-01T17:32:35.389Z,1976,4968,9817,1944.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
255,2026-08-01T17:32:40.395Z,1920,4968,9539,1947.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
256,2026-08-01T17:32:45.399Z,1928,4968,9578,1947.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
257,2026-08-01T17:32:50.404Z,1896,4968,9419,1944.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
258,2026-08-01T17:32:55.407Z,1912,4968,9499,1944.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
259,2026-08-01T17:33:00.411Z,1904,4968,9459,1941.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
260,2026-08-01T17:33:05.415Z,1920,4968,9539,1936.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
261,2026-08-01T17:33:10.419Z,1896,4968,9419,1928.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
262,2026-08-01T17:33:15.423Z,1936,4968,9618,1925.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
263,2026-08-01T17:33:20.427Z,1912,4968,9499,1920.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
264,2026-08-01T17:33:25.431Z,1896,4968,9419,1912.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
265,2026-08-01T17:33:30.436Z,1872,4968,9300,1907.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
266,2026-08-01T17:33:35.439Z,1896,4968,9419,1904.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
267,2026-08-01T17:33:40.444Z,1880,4968,9340,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
268,2026-08-01T17:33:45.449Z,1896,4968,9419,1900.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
269,2026-08-01T17:33:50.451Z,1920,4968,9539,1902.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
270,2026-08-01T17:33:55.455Z,1904,4968,9459,1900.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
271,2026-08-01T17:34:00.459Z,1968,4968,9777,1908.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
272,2026-08-01T17:34:05.463Z,1976,4968,9817,1912.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
273,2026-08-01T17:34:10.467Z,1976,4968,9817,1918.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
274,2026-08-01T17:34:15.471Z,1960,4968,9737,1924.8,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
275,2026-08-01T17:34:20.475Z,1968,4968,9777,1934.4,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
276,2026-08-01T17:34:25.479Z,1992,4968,9896,1944.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
277,2026-08-01T17:34:30.483Z,1992,4968,9896,1955.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
278,2026-08-01T17:34:35.487Z,1960,4968,9737,1961.6,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
279,2026-08-01T17:34:40.492Z,1896,4968,9419,1959.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
280,2026-08-01T17:34:45.495Z,1912,4968,9499,1960.0,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
281,2026-08-01T17:34:50.500Z,1960,4968,9737,1959.2,10,/sys/bus/i2c/drivers/ina3221/1-0040/hwmon/hwmon1,POWER_DERIVED_FROM_CURRENT_AND_VOLTAGE,baseline-noSEE-full-01,orin-nano-01,08493c04-ea69-45ca-948b-6993521ce06d
